"","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"3.5",81,75.6,70.2,64.8,59.4,54,51.4,48.8,46.2,43.6,41,39.4,37.8,36.2,34.6,33,31.8,30.6,29.4,28.2,27,26.2,25.4,24.6,23.8,23,22.4,21.8,21.2,20.6,20,19.6,19.2,18.8,18.4,18,17.6,17.2,16.8,16.4,16,15.6,15.2,14.8,14.4,14,13.6,13.2,12.8,12.4,12
"3.6",81.6,76.16,70.72,65.28,59.84,54.4,51.76,49.12,46.48,43.84,41.2,39.6,38,36.4,34.8,33.2,32,30.8,29.6,28.4,27.2,26.4,25.6,24.8,24,23.2,22.6,22,21.4,20.8,20.2,19.8,19.4,19,18.6,18.2,17.8,17.4,17,16.6,16.2,15.8,15.4,15,14.6,14.2,13.8,13.4,13,12.6,12.2
"3.7",82.2,76.72,71.24,65.76,60.28,54.8,52.12,49.44,46.76,44.08,41.4,39.8,38.2,36.6,35,33.4,32.2,31,29.8,28.6,27.4,26.6,25.8,25,24.2,23.4,22.8,22.2,21.6,21,20.4,20,19.6,19.2,18.8,18.4,18,17.6,17.2,16.8,16.4,16,15.6,15.2,14.8,14.4,14,13.6,13.2,12.8,12.4
"3.8",82.8,77.28,71.76,66.24,60.72,55.2,52.48,49.76,47.04,44.32,41.6,40,38.4,36.8,35.2,33.6,32.4,31.2,30,28.8,27.6,26.8,26,25.2,24.4,23.6,23,22.4,21.8,21.2,20.6,20.2,19.8,19.4,19,18.6,18.2,17.8,17.4,17,16.6,16.2,15.8,15.4,15,14.6,14.2,13.8,13.4,13,12.6
"3.9",83.4,77.84,72.28,66.72,61.16,55.6,52.84,50.08,47.32,44.56,41.8,40.2,38.6,37,35.4,33.8,32.6,31.4,30.2,29,27.8,27,26.2,25.4,24.6,23.8,23.2,22.6,22,21.4,20.8,20.4,20,19.6,19.2,18.8,18.4,18,17.6,17.2,16.8,16.4,16,15.6,15.2,14.8,14.4,14,13.6,13.2,12.8
"4",84,78.4,72.8,67.2,61.6,56,53.2,50.4,47.6,44.8,42,40.4,38.8,37.2,35.6,34,32.8,31.6,30.4,29.2,28,27.2,26.4,25.6,24.8,24,23.4,22.8,22.2,21.6,21,20.6,20.2,19.8,19.4,19,18.6,18.2,17.8,17.4,17,16.6,16.2,15.8,15.4,15,14.6,14.2,13.8,13.4,13
"4.1",84.3,78.68,73.06,67.44,61.82,56.2,53.4,50.6,47.8,45,42.2,40.58,38.96,37.34,35.72,34.1,32.9,31.7,30.5,29.3,28.1,27.3,26.5,25.7,24.9,24.1,23.5,22.9,22.3,21.7,21.1,20.7,20.3,19.9,19.5,19.1,18.7,18.3,17.9,17.5,17.1,16.68,16.26,15.84,15.42,15,14.6,14.2,13.8,13.4,13
"4.2",84.6,78.96,73.32,67.68,62.04,56.4,53.6,50.8,48,45.2,42.4,40.76,39.12,37.48,35.84,34.2,33,31.8,30.6,29.4,28.2,27.4,26.6,25.8,25,24.2,23.6,23,22.4,21.8,21.2,20.8,20.4,20,19.6,19.2,18.8,18.4,18,17.6,17.2,16.76,16.32,15.88,15.44,15,14.6,14.2,13.8,13.4,13
"4.3",84.9,79.24,73.58,67.92,62.26,56.6,53.8,51,48.2,45.4,42.6,40.94,39.28,37.62,35.96,34.3,33.1,31.9,30.7,29.5,28.3,27.5,26.7,25.9,25.1,24.3,23.7,23.1,22.5,21.9,21.3,20.9,20.5,20.1,19.7,19.3,18.9,18.5,18.1,17.7,17.3,16.84,16.38,15.92,15.46,15,14.6,14.2,13.8,13.4,13
"4.4",85.2,79.52,73.84,68.16,62.48,56.8,54,51.2,48.4,45.6,42.8,41.12,39.44,37.76,36.08,34.4,33.2,32,30.8,29.6,28.4,27.6,26.8,26,25.2,24.4,23.8,23.2,22.6,22,21.4,21,20.6,20.2,19.8,19.4,19,18.6,18.2,17.8,17.4,16.92,16.44,15.96,15.48,15,14.6,14.2,13.8,13.4,13
"4.5",85.5,79.8,74.1,68.4,62.7,57,54.2,51.4,48.6,45.8,43,41.3,39.6,37.9,36.2,34.5,33.3,32.1,30.9,29.7,28.5,27.7,26.9,26.1,25.3,24.5,23.9,23.3,22.7,22.1,21.5,21.1,20.7,20.3,19.9,19.5,19.1,18.7,18.3,17.9,17.5,17,16.5,16,15.5,15,14.6,14.2,13.8,13.4,13
"4.6",85.8,80.08,74.36,68.64,62.92,57.2,54.4,51.6,48.8,46,43.2,41.48,39.76,38.04,36.32,34.6,33.4,32.2,31,29.8,28.6,27.8,27,26.2,25.4,24.6,24,23.4,22.8,22.2,21.6,21.2,20.8,20.4,20,19.6,19.2,18.8,18.4,18,17.6,17.08,16.56,16.04,15.52,15,14.6,14.2,13.8,13.4,13
"4.7",86.1,80.36,74.62,68.88,63.14,57.4,54.6,51.8,49,46.2,43.4,41.66,39.92,38.18,36.44,34.7,33.5,32.3,31.1,29.9,28.7,27.9,27.1,26.3,25.5,24.7,24.1,23.5,22.9,22.3,21.7,21.3,20.9,20.5,20.1,19.7,19.3,18.9,18.5,18.1,17.7,17.16,16.62,16.08,15.54,15,14.6,14.2,13.8,13.4,13
