"","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"3.5",54,50.4,46.8,43.2,39.6,36,34.2,32.4,30.6,28.8,27,26,25,24,23,22,21.2,20.4,19.6,18.8,18,17.4,16.8,16.2,15.6,15,14.6,14.2,13.8,13.4,13,12.8,12.6,12.4,12.2,12,11.8,11.6,11.4,11.2,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"3.6",54.2,50.6,47,43.4,39.8,36.2,34.4,32.6,30.8,29,27.2,26.16,25.12,24.08,23.04,22,21.2,20.4,19.6,18.8,18,17.44,16.88,16.32,15.76,15.2,14.8,14.4,14,13.6,13.2,13,12.8,12.6,12.4,12.2,11.96,11.72,11.48,11.24,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"3.7",54.4,50.8,47.2,43.6,40,36.4,34.6,32.8,31,29.2,27.4,26.32,25.24,24.16,23.08,22,21.2,20.4,19.6,18.8,18,17.48,16.96,16.44,15.92,15.4,15,14.6,14.2,13.8,13.4,13.2,13,12.8,12.6,12.4,12.12,11.84,11.56,11.28,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"3.8",54.6,51,47.4,43.8,40.2,36.6,34.8,33,31.2,29.4,27.6,26.48,25.36,24.24,23.12,22,21.2,20.4,19.6,18.8,18,17.52,17.04,16.56,16.08,15.6,15.2,14.8,14.4,14,13.6,13.4,13.2,13,12.8,12.6,12.28,11.96,11.64,11.32,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"3.9",54.8,51.2,47.6,44,40.4,36.8,35,33.2,31.4,29.6,27.8,26.64,25.48,24.32,23.16,22,21.2,20.4,19.6,18.8,18,17.56,17.12,16.68,16.24,15.8,15.4,15,14.6,14.2,13.8,13.6,13.4,13.2,13,12.8,12.44,12.08,11.72,11.36,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"4",55,51.4,47.8,44.2,40.6,37,35.2,33.4,31.6,29.8,28,26.8,25.6,24.4,23.2,22,21.2,20.4,19.6,18.8,18,17.6,17.2,16.8,16.4,16,15.6,15.2,14.8,14.4,14,13.8,13.6,13.4,13.2,13,12.6,12.2,11.8,11.4,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"4.1",55.2,51.58,47.96,44.34,40.72,37.1,35.3,33.5,31.7,29.9,28.1,26.9,25.7,24.5,23.3,22.1,21.3,20.5,19.7,18.9,18.1,17.68,17.26,16.84,16.42,16,15.6,15.2,14.8,14.4,14,13.8,13.6,13.4,13.2,13,12.6,12.2,11.8,11.4,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"4.2",55.4,51.76,48.12,44.48,40.84,37.2,35.4,33.6,31.8,30,28.2,27,25.8,24.6,23.4,22.2,21.4,20.6,19.8,19,18.2,17.76,17.32,16.88,16.44,16,15.6,15.2,14.8,14.4,14,13.8,13.6,13.4,13.2,13,12.6,12.2,11.8,11.4,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"4.3",55.6,51.94,48.28,44.62,40.96,37.3,35.5,33.7,31.9,30.1,28.3,27.1,25.9,24.7,23.5,22.3,21.5,20.7,19.9,19.1,18.3,17.84,17.38,16.92,16.46,16,15.6,15.2,14.8,14.4,14,13.8,13.6,13.4,13.2,13,12.6,12.2,11.8,11.4,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"4.4",55.8,52.12,48.44,44.76,41.08,37.4,35.6,33.8,32,30.2,28.4,27.2,26,24.8,23.6,22.4,21.6,20.8,20,19.2,18.4,17.92,17.44,16.96,16.48,16,15.6,15.2,14.8,14.4,14,13.8,13.6,13.4,13.2,13,12.6,12.2,11.8,11.4,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"4.5",56,52.3,48.6,44.9,41.2,37.5,35.7,33.9,32.1,30.3,28.5,27.3,26.1,24.9,23.7,22.5,21.7,20.9,20.1,19.3,18.5,18,17.5,17,16.5,16,15.6,15.2,14.8,14.4,14,13.8,13.6,13.4,13.2,13,12.6,12.2,11.8,11.4,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"4.6",56.2,52.48,48.76,45.04,41.32,37.6,35.8,34,32.2,30.4,28.6,27.4,26.2,25,23.8,22.6,21.8,21,20.2,19.4,18.6,18.08,17.56,17.04,16.52,16,15.6,15.2,14.8,14.4,14,13.8,13.6,13.4,13.2,13,12.6,12.2,11.8,11.4,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"4.7",56.4,52.66,48.92,45.18,41.44,37.7,35.9,34.1,32.3,30.5,28.7,27.5,26.3,25.1,23.9,22.7,21.9,21.1,20.3,19.5,18.7,18.16,17.62,17.08,16.54,16,15.6,15.2,14.8,14.4,14,13.8,13.6,13.4,13.2,13,12.6,12.2,11.8,11.4,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"4.8",56.6,52.84,49.08,45.32,41.56,37.8,36,34.2,32.4,30.6,28.8,27.6,26.4,25.2,24,22.8,22,21.2,20.4,19.6,18.8,18.24,17.68,17.12,16.56,16,15.6,15.2,14.8,14.4,14,13.8,13.6,13.4,13.2,13,12.6,12.2,11.8,11.4,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
"4.9",56.8,53.02,49.24,45.46,41.68,37.9,36.1,34.3,32.5,30.7,28.9,27.7,26.5,25.3,24.1,22.9,22.1,21.3,20.5,19.7,18.9,18.32,17.74,17.16,16.58,16,15.6,15.2,14.8,14.4,14,13.8,13.6,13.4,13.2,13,12.6,12.2,11.8,11.4,11,10.6,10.2,9.8,9.4,9,8.8,8.6,8.4,8.2,8
